ROW_ID,ROW_VERSION,CSBC PSON Center,Consortium,PubMed,Journal,Publication Year,Title,Authors,Grant,Tool link,Other Data Location,SRA URLs,dbGaP URLs,GEO URLs,Synapse Location,Keywords,Abstract,grantType,datasets,studies,tissue_or_organ,diseaseType,experimentalStrategy,featured,dataset name,study name,doi,site,institution,Theme,modifiedOn,tissue_or_organ.sv,diseaseType.sv,experimentalStrategy.sv,Theme.sv,annotated.by,study.number,grantNumber,centerName
4813,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26819056,Haematologica,2017,"Clinical impact of small subclones harboring NOTCH1, SF3B1 or BIRC3 mutations in chronic lymphocytic leukemia","Rasi S, Khiabanian H, Ciardullo C, Terzi-di-Bergamo L, Monti S, Spina V, Bruscaggin A, Cerri M, Deambrogi C, Martuscelli L, Biasi A, Spaccarotella E, De Paoli L, Gattei V, Fo R, Rabadan R, Gaidano G, Rossi D",U54 CA193313,,,,,,,"BIRC3, NOTCH1, SF3B1,TP53, chronic lymphocytic leukemia, evolution, frequency, prognostic impact, subclones, DNA sequencing",,U54,,,Blood,Chronic Lymphocytic Leukemia,Targeted Genome Sequencing,,,,,,,heterogeneity/evolution,,Blood,,,"BIRC3, NOTCH1, SF3B1,TP53, chronic lymphocytic leukemia, evolution, frequency, prognostic impact, subclones, DNA sequencing",Center,2,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
5027,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=30034030,J Stat Phys,2018,On statistical modeling of sequencing noise in high depth data to assess tumor evolution,"Rabadan R, Bhanot G, Marsilio S, Chiorazzi N, Pasqualucci L, Khiabanian H",U54 CA193313,,,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP126272,,,,,,U54,,,Blood,Diffuse Large B-Cell Lymphoma,Whole Genome Sequencing,,,,,,,heterogeneity/evolution,,Blood,,,,Center,2,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4803,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27304073,Elife,2016,Kinase-dead ATM protein is highly oncogenic and can be preferentially targeted by Topo-isomerase I inhibitors,"Yamamoto K, Wang J, Sprinzen L, Xu J, Haddock CJ, Li C, Lee BJ, Loredan DG, Jiang W, Vindigni A, Wang D, Rabadan R, Zha S",U54 CA193313,,,,,,,"ATM, DNA damage, Topo-isomerase-I inhibitor",,U54,,,"Lymph node, Thymus","Pan-cancer, Lymphoma",Murine Model,,,,,,,drug resistance/sensitivity,,"Lymph node, Thymus",,,"ATM, DNA damage, Topo-isomerase-I inhibitor",Sage,3,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4807,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26824661,Cell,2016,Molecular Profiling Reveals Biologically Discrete Subsets and Pathways of Progression in Diffuse Glioma,"Ceccarelli M, Barthel FP, Malta TM, Sabedot TS, Salama SR, Murray BA, Morozova O, Newton Y, Radenbaugh A, Pagnotta SM, Anjum S, Wang J, Manyam G, Zoppoli P, Ling S, Rao AA, Grifford M, Cherniack AD, Zhang H, Poisson L, Carlotti CG Jr, Tirapelli DP, Rao A, Mikkelsen T, Lau CC, Yung WK, Rabadan R, Huse J, Brat DJ, Lehman NL, Barnholtz-Sloan JS, Zheng S, Hess K, Rao G, Meyerson M, Beroukhim R, Cooper L, Akbani R, Wrensch M, Haussler D, Aldape KD, Laird PW, Gutmann DH, TCGA Research Network, Noushmehr H, Iavarone A, Verhaak RG",U54 CA193313,,,,,,,"diffuse glioma, disease classification, progression, mutational landscape, whole-genome sequencing, whole-exome sequencing, RNA-seq, DNA copy number arrays, SNP arrays, gene expression microarray, DNA methylation array, reverse phase protein array, miRNA-seq, miRNA expression array",,U54,,,Brain,Glioma,"Whole Genome Sequencing, Whole Exome Sequencing, Whole Transcriptome Sequencing, Single Nucleotide Polymorphism Array, Expression Array, Methylation Profiling by Array, MicroRNA Sequencing, MicroRNA Expression Array",,,,,,,Not Applicable,,Brain,,,"diffuse glioma, disease classification, progression, mutational landscape, whole-genome sequencing, whole-exome sequencing, RNA-seq, DNA copy number arrays, SNP arrays, gene expression microarray, DNA methylation array, reverse phase protein array, miRNA-seq, miRNA expression array",Center,2,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4812,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28263318,Nat Genet,2017,Spatiotemporal genomic architecture informs precision oncology in glioblastoma,"Lee JK, Wang J, Sa JK, Ladewig E, Lee HO, Lee IH, Kang HJ, Rosenbloom DS, Camara PG, Liu Z, van Nieuwenhuizen P, Jung SW, Choi SW, Kim J, Chen A, Kim KT, Shin S, Seo YJ, Oh JM, Shin YJ, Park CK, Kong DS, Seol HJ, Blumberg A, Lee JI, Iavarone A, Park WY, Rabadan R, Nam DH",U54 CA193313,,EGAS00001001880,,,,,,,U54,,,Brain,Glioblastoma,"Single Cell RNA-Sequencing, Whole Exome Sequencing",,,,,,,"heterogeneity/evolution, drug resistance/sensitivity",,Brain,,,,Center,3,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4917,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29440233,Gut,2019,Comprehensive characterisation of compartment-specific long non-coding RNAs associated with pancreatic ductal adenocarcinoma,"Arnes L, Liu Z, Wang J, Carlo Maurer H, Sagalovskiy I, Sanchez-Martin M, Bommakanti N, Garofalo DC, Balderes DA, Sussel L, Olive KP, Rabadan R",U54 CA193313,https://github.com/RabadanLab/NORI,,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP096338, https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP102315",,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE96931, https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93326",,,,U54,,,Pancreas,Malignant Neoplasm of Pancreas,Whole Transcriptome Sequencing,,,,,,,drug resistance/sensitivity,,Pancreas,,,,Center,2,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4798,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28459448,Nat Biotechnol,2017,Single-cell topological RNA-seq analysis reveals insights into cellular differentiation and development,"Rizvi AH, Camara PG, Kandror EK, Roberts TJ, Schieren I, Maniatis T, Rabadan R",U54 CA193313,https://github.com/RabadanLab/scTDA,,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP099648,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94883,,"scRNA-seq, transcriptional regulation",,U54,,,Not Applicable,Not Applicable,Single Cell RNA-Sequencing,,,,,,,heterogeneity/evolution,,Not Applicable,,,"scRNA-seq, transcriptional regulation",Center,Core,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4799,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28483946,Mol Cancer Res,2018,p53 Maintains Baseline Expression of Multiple Tumor Suppressor Genes,"Pappas K, Xu J, Zairis S, Resnick-Silverman L, Abate F, Steinbach N, Ozturk S, Saal LH, Su T, Cheung P, Schmidt H, Aaronson S, Hibshoosh H, Manfredi J, Rabadan R, Parsons R",U54 CA193313,,,,,,,ChIP-seq,,U54,,,Not Applicable,Not Applicable,ChIP-Seq,,,,,,,Not Applicable,,Not Applicable,,,ChIP-seq,Center,2,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4806,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27345159,Cell Syst,2019,"Topological Data Analysis Generates High-Resolution, Genome-wide Maps of Human Recombination","Camara PG, Rosenbloom DI, Emmett KJ, Levine AJ, Rabadan R",U54 CA193313,,,,,,,"topological data analysis, recombination, mathematical modeling, computational model",,U54,,,Not Applicable,Not Applicable,Not Applicable,,,,,,,Not Applicable,,Not Applicable,,,"topological data analysis, recombination, mathematical modeling, computational model",Center,Core,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4808,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27270107,Nat Genet,2017,Clonal evolution of glioblastoma under therapy,"Wang J, Cazzato E, Ladewig E, Frattini V, Rosenbloom DI, Zairis S, Abate F, Liu Z, Elliott O, Shin YJ, Lee JK, Lee IH, Park WY, Eoli M, Blumberg AJ, Lasorella A, Nam DH, Finocchiaro G, Iavarone A, Rabadan R",U54 CA193313,,"EGAS00001000579, EGAD00001001113, EGAD00001001213, and EGAD00001001424, EGAS00001001800",https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP074425,,,,"glioblastoma, clonal evolution, whole-exome sequencing, RNA-seq",,U54,,,Brain,Glioblastoma,"Whole Exome Sequencing, Whole Transcriptome Sequencing",,,,,,,heterogeneity/evolution,,Brian,,,"glioblastoma, clonal evolution, whole-exome sequencing, RNA-seq",Center,2,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4809,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27532298,PLoS Comput Biol,2017,Inference of Ancestral Recombination Graphs through Topological Data Analysis,"Cmara PG, Levine AJ, Rabadn R",U54 CA193313,https://github.com/RabadanLab/TARGet,,,,,,"methods, ancestral recombination graphs, topological data analysis, computational method",,U54,,,Not Applicable,Not Applicable,Not Applicable,,,,,,,heterogeneity/evolution,,Not Applicable,,,,Center,Core,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4815,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26999002,Nat Methods,2017,Reprogramming eukaryotic translation with ligand-responsive synthetic RNA switches,"Anzalone AV, Lin AJ, Zairis S, Rabadan R, Cornish VW",U54 CA193313,,,,,,,"experimental method, reprogramming translation, synthetic biology, biotechnology/methods, cellular reprogramming/genetics, directed molecular evolution, frameshifting, ribosomal/genetics, gene expression regulation, fungal, ligands, protein biosynthesis/genetics, rna; fungal/chemistry, rna; fungal/genetics, rna; messenger/chemistry, riboswitch/genetics, saccharomyces cerevisiae/genetics, saccharomyces cerevisiae/metabolism",,U54,,,Not Applicable,Not Applicable,In Vitro Selection,,,,,,,Not Applicable,,Not Applicable,,,,Center,Not Applicable,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4818,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27923679,Biochim Biophys Acta,2017,Evolutionary scalpels for dissecting tumor ecosystems,"Rosenbloom DIS, Camara PG, Chu T, Rabadan R",U54 CA193313,,,,,,,"review, tumor heterogeneity, Darwinian evolution, single-cell, scRNA-seq, mathematical modeling",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,"heterogeneity/evolution, drug resistance/sensitivity",,Not Applicable,,,"review, tumor heterogeneity, Darwinian evolution, single-cell, scRNA-seq, mathematical modeling",Center,2,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4907,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29213056,Sci Rep,2019,A Random Categorization Model for Hierarchical Taxonomies,"D'Amico G, Rabadan R, Kleban M",U54 CA193313,,,,,,,,,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,Not Applicable,,Not Applicable,,,,Center,Not Applicable,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4937,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29606308,Trends Cancer,2018,Single-Cell Transcriptomic Analysis of Tumor Heterogeneity,"Levitin HM, Yuan J, Sims PA",U54 CA193313,,,,,,,,,U54,,,Not Applicable,Not Applicable,Single Cell Sequencing,,,,,,,heterogeneity/evolution,,Not Applicable,,,,Sage,2,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4804,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27357673,Proc Natl Acad Sci U S A,2016,Algorithmic methods to infer the evolutionary trajectories in cancer progression,"Caravagna G, Graudenzi A, Ramazzotti D, Sanz-Pamplona R, De Sano L, Mauri G, Moreno V, Antoniotti M, Mishra B",U54 CA193313,https://sites.google.com/site/troncopackage/picnic,,,,,,"Bayesian structural inference, cancer evolution, causality, next generation sequencing, selective advantage, colorectal cancer, computational method, progression",,U54,,,"Colon, Rectum","Carcinoma in situ of Colon, Rectal Adenocarcinoma",Computational Tool,,,,,,,heterogeneity/evolution,,"Colon, Rectum",,,"Bayesian structural inference, cancer evolution, causality, next generation sequencing, selective advantage, colorectal cancer, computational method, progression",Sage,Core,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4801,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27275544,Oncotarget,2016,Cancer megafunds with in silico and in vitro validation: accelerating cancer drug discovery via financial engineering without financial crisis,"Yang X, Debonneuil E, Zhavoronkov A, Mishra B",U54 CA193313,,,,,,,"RBO, cancer megafund, in silico validation, megafund, research-backed obligation, mathematical modeling",,U54,,,Not Applicable,Pan-cancer,Mathematical Modeling,,,,,,,drug resistance/sensitivity,,Not Applicable,,,"RBO, cancer megafund, in silico validation, megafund, research-backed obligation, mathematical modeling",Sage,Not Applicable,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4814,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26047807,Genome Biol,2015,Scalable microfluidics for single-cell RNA printing and sequencing,"Bose S, Wan Z, Carr A, Rizvi AH, Vieira G, Pe'er D, Sims PA",U54 CA193313,,,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP055569,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66357,,"scRNA-seq, experimental method",,U54,,,Not Applicable,Not Applicable,Single Cell Sequencing,,,,,,,Not Applicable,,Not Applicable,,,"scRNA-seq, experimental method",Sage,2,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4816,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28983521,Curr Opin Syst Biol,2017,Topological methods for genomics: present and future directions,Cmara PG,U54 CA193313,,,,,,,"review, topological methods, genomics",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,Not Applicable,,Not Applicable,,,"review, topological methods, genomics",Sage,Core,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4819,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26861821,Bioinformatics,2016,TRONCO: an R package for the inference of cancer progression models from heterogeneous genomic data,"De Sano L, Caravagna G, Ramazzotti D, Graudenzi A, Mauri G, Mishra B, Antoniotti M",U54 CA193313,http://bimib.disco.unimib.it/,,,,,,"algorithms, disease progression, epigenesis, genomics, humans, theoretical models, neoplasms/genetics, software, user-computer interface",,U54,,,Not Applicable,Not Applicable,Computational Tool,,,,,,,heterogeneity/evolution,,Not Applicable,,,"algorithms, disease progression, epigenesis, genomics, humans, theoretical models, neoplasms/genetics, software, user-computer interface",Sage,Core,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4918,196,syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29556884,J Clin Monit Comput,2018,Predicting delayed cerebral ischemia after subarachnoid hemorrhage using physiological time series data,"Park S, Megjhani M, Frey HP, Grave E, Wiggins C, Terilli KL, Roh DJ, Velazquez A, Agarwal S, Connolly ES Jr., Schmidt JM, Claassen J, Elhadad N",U54 CA193313,,,,,,,,,U54,,,Not Applicable,Not Applicable,Not Applicable,,,,,,,Not Applicable,,Not Applicable,,,,Sage,Not Applicable,CA193313,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
4649,196,syn7315805,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=27851913,Immunity,2016,Regulatory T Cells Exhibit Distinct Features in Human Breast Cancer,"Plitas G, Konopacki C, Wu K, Bos PD, Morrow M, Putintseva EV, Chudakov DM, Rudensky AY",U54 CA209975,,,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP092158,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89225,,"breast cancer, immunology",,U54,,,Breast,Carcinoma in situ of Breast,Whole Transcriptome Sequencing,,,,,,,tumor-immune,,Breast,,,"breast cancer, immunology",Sage,1,CA209975,CSBC Research Center for Cancer Systems Immunology at MSKCC
5227,196,syn7315805,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/29961579,Cell,2018,Single-Cell Map of Diverse Immune Phenotypes in the Breast Tumor Microenvironment,"Azizi E, Carr AJ, Plitas G, Cornish AE, Konopacki C, Prabhakaran S, Nainys J, W u K, Kiseliovas V, Setty M, Choi K, Fromme RM, Dao P, McKenney PT, Wasti RC, Ka daveru K, Mazutis L, Rudensky AY, Peer D",CA209975,"https://github.com/ambrosejcarr/seqc.git, https://github.com/sandhya212/BISCUIT_SingleCell_IMM_ICML_2016",,https://www.ncbi.nlm.nih.gov//bioproject/PRJNA472383,,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE114724, https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE114725",,"scRNAseq, immune cells, breast cancer",,U54,"syn18475750,syn18475749",syn18475808,Breast,Carcinoma in situ of Breast,Single Cell Sequencing,,"GSE114724 ,GSE114725",Immune phenotype map in breast tumor,,breast,Memorial Sloan Kettering Cancer Center,tumor-immune,,Breast,Ductal Carcinoma,scRNAseq,"scRNAseq, immune cells, breast cancer",Sage,1,CA209975,CSBC Research Center for Cancer Systems Immunology at MSKCC
5002,196,syn7315805,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=29038367,J Exp Med,2017,A nonimmune function of T cells in promoting lung tumor progression,"Green JA, Arpaia N, Schizas M, Dobrin A, Rudensky AY",U54 CA209975,,,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP116599,,,,,,U54,,,Lung,Carcinoma in situ of Bronchus and Lung,Whole Transcriptome Sequencing,,,,,,,tumor-immune,,Lung,,,,Sage,2,CA209975,CSBC Research Center for Cancer Systems Immunology at MSKCC
5096,196,syn7315805,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=30224821,Nat Immunol,2018,The effect of cellular context on miR-155-mediated gene regulation in four major immune cell types,"Hsin JP, Lu Y, Loeb GB, Leslie CS, Rudensky AY",U54 CA209975,,,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP151684, https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP151681, https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP151472",,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116561 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116468 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116466 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116348",,,,U54,,,Not Applicable,Not Applicable,"Whole Transcriptome Sequencing, Cross-linking Immunoprecipitation High-throughput Sequencing",,,,,,,tumor-immune,,Not Applicable,,,,Sage,2,CA209975,CSBC Research Center for Cancer Systems Immunology at MSKCC
5219,196,syn7315805,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/28246332,Proc Natl Acad Sci U S A,2017,Metabolic origins of spatial organization in the tumor microenvironment,"Carmona-Fontaine C, Deforet M, Akkari L, Thompson CB, Joyce JA, Xavier JB",U54 CA209975,,,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP096883,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93702,,"cancer metabolism, tumor microenvironment, morphogens, positional information, tumor-associated macrophages",,U54,syn12976504,syn12976496,Not Applicable,Not Applicable,"Whole Transcriptome Sequencing, Mathematical Modeling",,GSE93702,Spatial organization in the tumor microenvironment,10.1073/pnas.1700600114,bone marrow,Memorial Sloan Kettering Cancer Center,microenvironment,,Not Applicable,,,,Sage,2,CA209975,CSBC Research Center for Cancer Systems Immunology at MSKCC
4648,196,syn7315805,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=28514453,Nature,2017,Chromatin states define tumour-specific T cell dysfunction and reprogramming,"Philip M, Fairchild L, Sun L, Horste EL, Camara S, Shakiba M, Scott AC, Viale A, Lauer P, Merghoub T, Hellmann MD, Wolchok JD, Leslie CS, Schietinger A",U54 CA209975,,,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP092280, https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP092279",https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001680.v1.p1,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89309 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89308 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89307",syn10916005,"chromatin structure, ATAC-Seq, immunology",,U54,"syn8415612,syn8415608",syn10916005,"Skin, Lung","Melanoma, Lung Non-Small Cell Carcinoma","ATAC-Seq, Whole Transcriptome Sequencing",,"ATAC-Seq, RNA-Seq",T Cell Chromatin States,,,,tumor-immune,,"Skin, Lung",,,"chromatin structure, ATAC-Seq, immunology",Sage,1,CA209975,CSBC Research Center for Cancer Systems Immunology at MSKCC
4874,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=25012997,Cancer Epidemiol Biomarkers Prev,2014,Metabolic health reduces risk of obesity-related cancer in framingham study adults,"Moore LL, Chadid S, Singer MR, Kreger BE, Denis GV",U01 CA182898,,,,,,,,,U01,,,Breast,Carcinoma in situ of Breast,,,,,,,,microenvironment,,Breast,,,,Sage,1,CA182898,CSBC U01 Project Boston University
4876,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=24343304,Cancer Causes Control,2014,A collaborative study of the etiology of breast cancer subtypes in African American women: the AMBER consortium,"Palmer JR, Ambrosone CB, Olshan AF",U01 CA182898,,,,,,,,,U01,,,Breast,Carcinoma in situ of Breast,Questionnaire,,,,,,,,,Breast,,,,Sage,1,CA182898,CSBC U01 Project Boston University
4878,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=27756774,Cancer Epidemiol Biomarkers Prev,2017,Differential Patterns of Risk Factors for Early-Onset Breast Cancer by ER Status in African American Women,"Bertrand KA, Bethea TN, Adams-Campbell LL, Rosenberg L, Palmer JR",U01 CA182898,,,,,,,"epidemiology, breast cancer, metabolism",,U01,,,Breast,Carcinoma in situ of Breast,,,,,,,,microenvironment,,Breast,,,"epidemiology, breast cancer, metabolism",Sage,1,CA182898,CSBC U01 Project Boston University
4880,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=25809092,Breast Cancer Res Treat,2015,"Obesity, body fat distribution, and risk of breast cancer subtypes in African American women participating in the AMBER Consortium","Bandera EV, Chandran U, Hong CC, Troester MA, Bethea TN, Adams-Campbell LL, Haiman CA, Park SY, Olshan AF, Ambrosone CB, Palmer JR, Rosenberg L",U01 CA182898,,,,,,,,,U01,,,Breast,Carcinoma in situ of Breast,,,,,,,,microenvironment,,Breast,,,,Sage,1,CA182898,CSBC U01 Project Boston University
4882,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=29437854,Mol Cancer Res,2018,BET Proteins Exhibit Transcriptional and Functional Opposition in the Epithelial-to-mesenchymal Transition,"Andrieu GP, Denis GV",U01 CA182898,,,,,,,"EMT, breast cancer",,U01,,,Breast,Carcinoma in situ of Breast,Real Time PCR,,,,,,,metastasis,,Breast,,,"EMT, breast cancer",Sage,1,CA182898,CSBC U01 Project Boston University
4892,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=27491296,Cell Mol Life Sci,2017,BET bromodomain proteins and epigenetic regulation of inflammation: implications for type 2 diabetes and breast cancer,"Nicholas DA, Andrieu G, Strissel KJ, Nikolajczyk BS, Denis GV",U01 CA182898,,,,,,,"epigenetics, breast cancer, metabolism",,U01,,,Breast,Carcinoma in situ of Breast,,,,,,,,metastasis,,Breast,,,"epigenetics, breast cancer, metabolism",Sage,1,CA182898,CSBC U01 Project Boston University
4897,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=26743380,Breast Cancer Res Treat,2016,Gene-based analysis of the fibroblast growth factor receptor signaling pathway in relation to breast cancer in African American women: the AMBER consortium,"Ruiz-Narvez EA, Haddad SA, Lunetta KL, Yao S, Bensen JT, Sucheston-Campbell LE, Hong CC, Haiman CA, Olshan AF, Ambrosone CB, Palmer JR",U01 CA182898,,,,,,,breast cancer,,U01,,,Breast,Carcinoma in situ of Breast,Targeted Transcriptome Sequencing,,,,,,,microenvironment,,Breast,,,breast cancer,Sage,1,CA182898,CSBC U01 Project Boston University
4898,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=26721669,Cancer Epidemiol Biomarkers Prev,2016,Family History of Cancer in Relation to Breast Cancer Subtypes in African American Women,"Bethea TN, Rosenberg L, Castro-Webb N, Lunetta KL, Sucheston-Campbell LE, Ruiz-Narvez EA, Charlot M, Park SY, Bandera EV, Troester MA, Ambrosone CB, Palmer JR",U01 CA182898,,,,,,,"breast cancer, epidemiology",,U01,,,Breast,Carcinoma in situ of Breast,,,,,,,,microenvironment,,Breast,,,"breast cancer, epidemiology",Sage,1,CA182898,CSBC U01 Project Boston University
4861,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=25224496,J Natl Cancer Inst,2014,"Parity, lactation, and breast cancer subtypes in African American women: results from the AMBER Consortium","Palmer JR, Viscidi E, Troester MA, Hong CC, Schedin P, Bethea TN, Bandera EV, Borges V, McKinnon C, Haiman CA, Lunetta K, Kolonel LN, Rosenberg L, Olshan AF, Ambrosone CB",U01 CA182898,,,,,,,,,U01,,,,Intraductal carcinoma in situ of breast,,,,,,,,,,,,,,,1,CA182898,CSBC U01 Project Boston University
4868,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=23171873,Am J Epidemiol,2012,Individual and neighborhood socioeconomic status in relation to breast cancer incidence in African-American women,"Palmer JR, Boggs DA, Wise LA, Adams-Campbell LL, Rosenberg L",U01 CA182898,,,,,,,,,U01,,,,Intraductal carcinoma in situ of breast,,,,,,,,,,,,,,,1,CA182898,CSBC U01 Project Boston University
4870,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=25103823,Cancer Epidemiol Biomarkers Prev,2014,A prospective study of physical activity and breast cancer incidence in African-American women,"Rosenberg L, Palmer JR, Bethea TN, Ban Y, Kipping-Ruane K, Adams-Campbell LL",U01 CA182898,,,,,,,,,U01,,,,Intraductal carcinoma in situ of breast,,,,,,,,,,,,,,,1,CA182898,CSBC U01 Project Boston University
4872,196,syn9775665,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=23411594,J Natl Cancer Inst,2013,Validation of a breast cancer risk prediction model developed for Black women,"Boggs DA, Rosenberg L, Pencina MJ, Adams-Campbell LL, Palmer JR",U01 CA182898,,,,,,,,,U01,,,,Intraductal carcinoma in situ of breast,,,,,,,,,,,,,,,1,CA182898,CSBC U01 Project Boston University
