CSBC PSON Center,Consortium,PubMed,Journal,Publication Year,Title,Authors,Grant,Data Location,Synapse Location,Keywords,Abstract,grantType,datasets,studies,tissue_or_organ,diseaseType,experimentalStrategy,featured,dataset name,study name,doi,site,institution,Theme,modifiedOn,tissue_or_organ.sv,diseaseType.sv,experimentalStrategy.sv,Theme.sv,MeSH,MeSH2,sim_text,center
syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27532298,PLoS Comput Biol,2016,Inference of Ancestral Recombination Graphs through Topological Data Analysis,"Cmara PG, Levine AJ, Rabadn R",U54 CA193313,,,"methods, ancestral recombination graphs, topological data analysis, computational method","The recent explosion of genomic data has underscored the need for interpretable and comprehensive analyses that can capture complex phylogenetic relationships within and across species. Recombination, reassortment and horizontal gene transfer constitute examples of pervasive biological phenomena that cannot be captured by tree-like representations. Starting from hundreds of genomes, we are interested in the reconstruction of potential evolutionary histories leading to the observed data. Ancestral recombination graphs represent potential histories that explicitly accommodate recombination and mutation events across orthologous genomes. However, they are computationally costly to reconstruct, usually being infeasible for more than few tens of genomes. Recently, Topological Data Analysis (TDA) methods have been proposed as robust and scalable methods that can capture the genetic scale and frequency of recombination. We build upon previous TDA developments for detecting and quantifying recombination, and present a novel framework that can be applied to hundreds of genomes and can be interpreted in terms of minimal histories of mutation and recombination events, quantifying the scales and identifying the genomic locations of recombinations. We implement this framework in a software package, called TARGet, and apply it to several examples, including small migration between different populations, human recombination, and horizontal evolution in finches inhabiting the Galápagos Islands.",U54,,,,,,,,,,,,,,,,,,"Animals|Computational Biology/methods|Evolution, Molecular|Finches/genetics|Gene Transfer, Horizontal|Humans|Models, Genetic|Phylogeny|Recombination, Genetic/genetics|Software","Animals|Computational Biology/methods|Evolution, Molecular|Finches/genetics|Gene Transfer, Horizontal|Humans|Models, Genetic|Phylogeny|Recombination, Genetic/genetics|Software",recent explos genom underscor need interpret comprehens analys captur complex phylogenet relationship within across speci recombin reassort horizont transfer constitut exampl pervas biolog phenomena cannot captur tree like represent start hundr genom interest reconstruct evolutionari histori lead ancestr recombin graph repres histori explicitli accommod recombin mutat event across ortholog genom comput costli reconstruct usual infeas ten genom recent topolog tda propos robust scalabl captur genet scale frequenc recombin build upon previou tda detect quantifi recombin present novel framework appli hundr genom interpret term minim histori mutat recombin event quantifi scale genom locat recombin implement framework softwar packag call target appli sever exampl small migrat differ popul human recombin horizont evolut finch inhabit galápago islands.,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26883104,Oncotarget,2016,Prognostic and therapeutic role of targetable lesions in B-lineage acute lymphoblastic leukemia without recurrent fusion genes,"Messina M, Chiaretti S, Wang J, Fedullo AL, Peragine N, Gianfelici V, Piciocchi A, Brugnoletti F, Di Giacomo F, Pauselli S, Holmes AB, Puzzolo MC, Ceglie G, Apicella V, Mancini M, Te Kronnie G, Testi AM, Vitale A, Vignetti M, Guarini A, Rabadan R, Fo R",U54 CA193313,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67405,,"acute lymphoblastic leukemia, copy number aberrations, genetic-driven targeted therapy, next generation sequencing, novel prognostic markers, mutational landscape, whole-exome sequencing, microarray expression","To shed light into the molecular bases of B-lineage acute lymphoblastic leukemia lacking known fusion transcripts, i.e. BCR-ABL1, ETV6-RUNX1, E2A-PBX1, and MLL rearrangements (B-NEG ALL) and the differences between children, adolescents/young adults (AYA) and adults, we analyzed 168 B-NEG ALLs by genome-wide technologies. This approach showed that B-NEG cases carry 10.5 mutations and 9.1 copy-number aberrations/sample. The most frequently mutated druggable pathways were those pertaining to RAS/RTK (26.8%) and JAK/STAT (12.5%) signaling. In particular, FLT3 and JAK/STAT mutations were detected mainly in AYA and adults, while KRAS and NRAS mutations were more frequent in children. RAS/RTK mutations negatively affected the outcome of AYA and adults, but not that of children. Furthermore, adult B-NEG ALL carrying JAK/STAT mutations had a shorter survival. In vitro experiments showed that FLT3 inhibitors reduced significantly the proliferation of FLT3-mutated primary B-NEG ALL cells. Likewise, PI3K/mTOR inhibitors reduced the proliferation of primary cells harboring RAS and IL7R mutations. These results refine the genetic landscape of B-NEG ALL and suggest that the different distribution of lesions and their prognostic impact might sustain the diverse outcome between children, adults and partly AYA - whose genomic scenario is similar to adults - and open the way to targeted therapeutic strategies. ",U54,,,,,,,,,,,,,,,,,"acute lymphoblastic leukemia, copy number aberrations, genetic-driven targeted therapy, next generation sequencing, novel prognostic markers, mutational landscape, whole-exome sequencing, microarray expression","Adolescent|Adult|Aged|Biomarkers, Tumor/genetics|Cell Lineage|Child|Child, Preschool|Female|Follow-Up Studies|Gene Expression Profiling|Gene Expression Regulation, Leukemic|Humans|Infant|Male|Middle Aged|Mutation|Neoplasm Staging|Oncogene Proteins, Fusion/genetics|Polymorphism, Single Nucleotide|Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/genetics|Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/mortality|Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/therapy|Prognosis|Survival Rate|Young Adult","Adolescent|Adult|Aged|Biomarkers, Tumor/genetics|Cell Lineage|Child|Child, Preschool|Female|Follow-Up Studies|Gene Expression Profiling|Gene Expression Regulation, Leukemic|Humans|Infant|Male|Middle Aged|Mutation|Neoplasm Staging|Oncogene Proteins, Fusion/genetics|Polymorphism, Single Nucleotide|Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/genetics|Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/mortality|Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/therapy|Prognosis|Survival Rate|Young Adult",shed light molecular base b lineag acut lymphoblast leukemia lack known fusion transcript i.e bcr abl1 etv6 runx1 e2a pbx1 mll rearrang b neg differ children adolescentsyoung adult aya adult analyz b neg genom wide technolog approach b neg case carri mutat copi number aberrationssampl frequent mutat druggabl pathway pertain rasrtk 26 jakstat 12 signal particular flt3 jakstat mutat detect mainli aya adult kra nra mutat frequent children rasrtk mutat neg affect outcom aya adult children furthermor adult b neg carri jakstat mutat shorter surviv vitro experi flt3 inhibitor reduc significantli prolifer flt3 mutat primari b neg likewis pi3kmtor inhibitor reduc prolifer primari harbor ra il7r mutat refin genet landscap b neg differ distribut lesion prognost impact might sustain divers outcom children adult partli aya whose genom scenario similar adult open way target therapeut strategi,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27890785,J Invest Dermatol,2017,Genomic Characterization of Dysplastic Nevi Unveils Implications for Diagnosis ofMelanoma,"Melamed RD, Aydin IT, Rajan GS, Phelps R, Silvers DN, Emmett KJ, Brunner G, Rabadan R, Celebi JT",U54 CA193313,,,"melanoma, exome sequencing","A well-defined risk factor and precursor for cutaneous melanoma is the dysplastic nevus. These benign tumors represent clonal hyperproliferation of melanocytes that are in a senescent-like state, but with occasional malignant transformation events. To portray the mutational repertoire of dysplastic nevi in patients with the dysplastic nevus syndrome and to determine the discriminatory profiles of melanocytic nevi (including dysplastic nevi) from melanoma, we sequenced exomes of melanocytic nevi including dysplastic nevi (n = 19), followed by a targeted gene panel (785 genes) characterization of melanocytic nevi (n = 46) and primary melanomas (n = 42). Exome sequencing revealed that dysplastic nevi harbored a substantially lower mutational load than melanomas (21 protein-changing mutations versus >100). Known ""driver"" mutations in genes for melanoma, including CDKN2A, TP53, NF1, RAC1, and PTEN, were not found among any melanocytic nevi sequenced. Additionally, melanocytic nevi including dysplastic nevi showed a significantly lower frequency and a different UV-associated mutational signature. These results show that although melanocytic nevi and dysplastic nevi harbor stable genomes with relatively few alterations, progression into melanomas requires additional mutational processes affecting key tumor suppressors. This study identifies molecular parameters that could be useful for diagnostic platforms.",U54,,,,,,,,,,,,,,,,,,"Adult|Cell Transformation, Neoplastic/genetics|DNA Mutational Analysis|Dysplastic Nevus Syndrome/genetics|Dysplastic Nevus Syndrome/pathology|Female|Genetic Predisposition to Disease/epidemiology|Genomics|Humans|Male|Melanoma/genetics|Melanoma/pathology|Precancerous Conditions/pathology|Prognosis|Risk Assessment|Sampling Studies|Skin Neoplasms/genetics|Skin Neoplasms/pathology","Adult|Cell Transformation, Neoplastic/genetics|DNA Mutational Analysis|Dysplastic Nevus Syndrome/genetics|Dysplastic Nevus Syndrome/pathology|Female|Genetic Predisposition to Disease/epidemiology|Genomics|Humans|Male|Melanoma/genetics|Melanoma/pathology|Precancerous Conditions/pathology|Prognosis|Risk Assessment|Sampling Studies|Skin Neoplasms/genetics|Skin Neoplasms/pathology",well defin risk factor precursor cutan melanoma dysplast nevu benign repres clonal hyperprolifer melanocyt senesc like state occasion malign transform event portray mutat repertoir dysplast nevi patient dysplast nevu syndrom discriminatori profil melanocyt nevi dysplast nevi melanoma sequenc exom melanocyt nevi dysplast nevi n follow target panel 785 character melanocyt nevi n primari melanoma n exom sequenc reveal dysplast nevi harbor substanti lower mutat load melanoma 21 chang mutat versu 100 known driver mutat melanoma cdkn2a tp53 nf1 rac1 pten among melanocyt nevi sequenc addit melanocyt nevi dysplast nevi significantli lower frequenc differ uv mutat signatur although melanocyt nevi dysplast nevi harbor stabl genom rel alter progress melanoma requir addit mutat process affect key suppressor molecular paramet could diagnost platforms.,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28263318,Nat Genet,2017,Spatiotemporal genomic architecture informs precision oncology in glioblastoma,"Lee JK, Wang J, Sa JK, Ladewig E, Lee HO, Lee IH, Kang HJ, Rosenbloom DS, Camara PG, Liu Z, van Nieuwenhuizen P, Jung SW, Choi SW, Kim J, Chen A, Kim KT, Shin S, Seo YJ, Oh JM, Shin YJ, Park CK, Kong DS, Seol HJ, Blumberg A, Lee JI, Iavarone A, Park WY, Rabadan R, Nam DH",U54 CA193313,,,,"Precision medicine in cancer proposes that genomic characterization of tumors can inform personalized targeted therapies. However, this proposition is complicated by spatial and temporal heterogeneity. Here we study genomic and expression profiles across 127 multisector or longitudinal specimens from 52 individuals with glioblastoma (GBM). Using bulk and single-cell data, we find that samples from the same tumor mass share genomic and expression signatures, whereas geographically separated, multifocal tumors and/or long-term recurrent tumors are seeded from different clones. Chemical screening of patient-derived glioma cells (PDCs) shows that therapeutic response is associated with genetic similarity, and multifocal tumors that are enriched with PIK3CA mutations have a heterogeneous drug-response pattern. We show that targeting truncal events is more efficacious than targeting private events in reducing the tumor burden. In summary, this work demonstrates that evolutionary inference from integrated genomic analysis in multisector biopsies can inform targeted therapeutic interventions for patients with GBM.",U54,,,,,,,,,,,,,,,,,,"Brain Neoplasms/genetics|Genomics/methods|Glioblastoma/genetics|Humans|Mutation/genetics|Neoplasm Recurrence, Local/genetics|Phosphatidylinositol 3-Kinases/genetics|Precision Medicine/methods","Brain Neoplasms/genetics|Genomics/methods|Glioblastoma/genetics|Humans|Mutation/genetics|Neoplasm Recurrence, Local/genetics|Phosphatidylinositol 3-Kinases/genetics|Precision Medicine/methods",precis medicin propos genom character inform person target therapi proposit complic spatial tempor heterogen genom profil across multisector longitudin specimen individu glioblastoma gbm bulk singl find sampl mass share genom signatur wherea geograph separ multifoc andor long term recurr seed differ clone chemic screen patient deriv glioma pdc therapeut respons genet similar multifoc enrich pik3ca mutat heterogen drug respons pattern target truncal event efficaci target privat event reduc burden summari work evolutionari infer integr genom multisector biopsi inform target therapeut intervent patient gbm.,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26819056,Haematologica,2016,"Clinical impact of small subclones harboring NOTCH1, SF3B1 or BIRC3 mutations in chronic lymphocytic leukemia","Rasi S, Khiabanian H, Ciardullo C, Terzi-di-Bergamo L, Monti S, Spina V, Bruscaggin A, Cerri M, Deambrogi C, Martuscelli L, Biasi A, Spaccarotella E, De Paoli L, Gattei V, Fo R, Rabadan R, Gaidano G, Rossi D",U54 CA193313,,,"BIRC3, NOTCH1, SF3B1,TP53, chronic lymphocytic leukemia, evolution, frequency, prognostic impact, subclones, DNA sequencing","Clinical impact of small subclones harboring NOTCH1, SF3B1 or BIRC3 mutations in chronic lymphocytic leukemia",U54,,,,,,,,,,,,,,,,,"BIRC3, NOTCH1, SF3B1,TP53, chronic lymphocytic leukemia, evolution, frequency, prognostic impact, subclones, DNA sequencing","Alleles|Antineoplastic Agents/therapeutic use|B-Lymphocytes/metabolism|B-Lymphocytes/pathology|Baculoviral IAP Repeat-Containing 3 Protein|Clone Cells|Gene Expression|Gene Frequency|High-Throughput Nucleotide Sequencing|Humans|Inhibitor of Apoptosis Proteins/genetics|Inhibitor of Apoptosis Proteins/metabolism|Leukemia, Lymphocytic, Chronic, B-Cell/drug therapy|Leukemia, Lymphocytic, Chronic, B-Cell/genetics|Leukemia, Lymphocytic, Chronic, B-Cell/mortality|Leukemia, Lymphocytic, Chronic, B-Cell/pathology|Mutation|Phosphoproteins/genetics|Phosphoproteins/metabolism|Prospective Studies|RNA Splicing Factors/genetics|RNA Splicing Factors/metabolism|Receptor, Notch1/genetics|Receptor, Notch1/metabolism|Survival Analysis|Ubiquitin-Protein Ligases/genetics|Ubiquitin-Protein Ligases/metabolism","Alleles|Antineoplastic Agents/therapeutic use|B-Lymphocytes/metabolism|B-Lymphocytes/pathology|Baculoviral IAP Repeat-Containing 3 Protein|Clone Cells|Gene Expression|Gene Frequency|High-Throughput Nucleotide Sequencing|Humans|Inhibitor of Apoptosis Proteins/genetics|Inhibitor of Apoptosis Proteins/metabolism|Leukemia, Lymphocytic, Chronic, B-Cell/drug therapy|Leukemia, Lymphocytic, Chronic, B-Cell/genetics|Leukemia, Lymphocytic, Chronic, B-Cell/mortality|Leukemia, Lymphocytic, Chronic, B-Cell/pathology|Mutation|Phosphoproteins/genetics|Phosphoproteins/metabolism|Prospective Studies|RNA Splicing Factors/genetics|RNA Splicing Factors/metabolism|Receptor, Notch1/genetics|Receptor, Notch1/metabolism|Survival Analysis|Ubiquitin-Protein Ligases/genetics|Ubiquitin-Protein Ligases/metabolism",clinic impact small subclon harbor notch1 sf3b1 birc3 mutat chronic lymphocyt leukemia,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26047807,Genome Biol,2015,Scalable microfluidics for single-cell RNA printing and sequencing,"Bose S, Wan Z, Carr A, Rizvi AH, Vieira G, Pe'er D, Sims PA",U54 CA193313,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66357,,"scRNA-seq, experimental method","Many important biological questions demand single-cell transcriptomics on a large scale. Hence, new tools are urgently needed for efficient, inexpensive manipulation of RNA from individual cells. We report a simple platform for trapping single-cell lysates in sealed, picoliter microwells capable of printing RNA on glass or capturing RNA on beads. We then develop a scalable technology for genome-wide, single-cell RNA-Seq. Our device generates pooled libraries from hundreds of individual cells with consumable costs of $0.10-$0.20 per cell and includes five lanes for simultaneous experiments. We anticipate that this system will serve as a general platform for single-cell imaging and sequencing. ",U54,,,,,,,,,,,,,,,,,"scRNA-seq, experimental method","Cell Line, Tumor|Dimethylpolysiloxanes|Gene Expression Profiling/methods|High-Throughput Nucleotide Sequencing/methods|Humans|Microfluidic Analytical Techniques/methods|Optical Imaging|RNA/isolation & purification|Sequence Analysis, RNA/methods|Single-Cell Analysis/methods","Cell Line, Tumor|Dimethylpolysiloxanes|Gene Expression Profiling/methods|High-Throughput Nucleotide Sequencing/methods|Humans|Microfluidic Analytical Techniques/methods|Optical Imaging|RNA/isolation & purification|Sequence Analysis, RNA/methods|Single-Cell Analysis/methods",mani import biolog question demand singl transcriptom larg scale henc new tool urgent need effici inexpens manipul rna individu simpl platform trap singl lysat seal picolit microwel capabl print rna glass captur rna bead scalabl technolog genom wide singl rna seq devic gener pool librari hundr individu consum cost 0 per five lane simultan experi anticip system serv gener platform singl imag sequenc,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26999002,Nat Methods,2016,Reprogramming eukaryotic translation with ligand-responsive synthetic RNA switches,"Anzalone AV, Lin AJ, Zairis S, Rabadan R, Cornish VW",U54 CA193313,,,"experimental method, reprogramming translation, synthetic biology, biotechnology/methods, cellular reprogramming/genetics, directed molecular evolution, frameshifting, ribosomal/genetics, gene expression regulation, fungal, ligands, protein biosynthesis/genetics, rna; fungal/chemistry, rna; fungal/genetics, rna; messenger/chemistry, riboswitch/genetics, saccharomyces cerevisiae/genetics, saccharomyces cerevisiae/metabolism","Protein synthesis in eukaryotes is regulated by diverse reprogramming mechanisms that expand the coding capacity of individual genes. Here, we exploit one such mechanism, termed -1 programmed ribosomal frameshifting (-1 PRF), to engineer ligand-responsive RNA switches that regulate protein expression. First, efficient -1 PRF stimulatory RNA elements were discovered by in vitro selection; then, ligand-responsive switches were constructed by coupling -1 PRF stimulatory elements to RNA aptamers using rational design and directed evolution in Saccharomyces cerevisiae. We demonstrate that -1 PRF switches tightly control the relative stoichiometry of two distinct protein outputs from a single mRNA, exhibiting consistent ligand response across whole populations of cells. Furthermore, -1 PRF switches were applied to build single-mRNA logic gates and an apoptosis module in yeast. Together, these results showcase the potential for harnessing translation-reprogramming mechanisms for synthetic biology, and they establish -1 PRF switches as powerful RNA tools for controlling protein synthesis in eukaryotes.",U54,,,,,,,,,,,,,,,,,,"Biotechnology/methods|Cellular Reprogramming/genetics|Directed Molecular Evolution|Frameshifting, Ribosomal/genetics|Gene Expression Regulation, Fungal|Ligands|Protein Biosynthesis/genetics|RNA, Fungal/chemistry|RNA, Fungal/genetics|RNA, Messenger/chemistry|Riboswitch/genetics|Saccharomyces cerevisiae/genetics|Saccharomyces cerevisiae/metabolism","Biotechnology/methods|Cellular Reprogramming/genetics|Directed Molecular Evolution|Frameshifting, Ribosomal/genetics|Gene Expression Regulation, Fungal|Ligands|Protein Biosynthesis/genetics|RNA, Fungal/chemistry|RNA, Fungal/genetics|RNA, Messenger/chemistry|Riboswitch/genetics|Saccharomyces cerevisiae/genetics|Saccharomyces cerevisiae/metabolism",synthesi eukaryot regul divers reprogram mechan expand code capac individu exploit mechan term 1 program ribosom frameshift prf engin ligand respons rna switch regul first effici 1 prf stimulatori rna element discov vitro select ligand respons switch construct coupl 1 prf stimulatori element rna aptam ration design direct evolut saccharomyc cerevisia 1 prf switch tightli control rel stoichiometri distinct output singl mrna exhibit consist ligand respons across whole popul furthermor prf switch appli build singl mrna logic gate apoptosi modul yeast togeth showcas har translat reprogram mechan synthet biolog establish 1 prf switch power rna tool control synthesi eukaryotes.,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28983521,Curr Opin Syst Biol,2017,Topological methods for genomics: present and future directions,Cmara PG,U54 CA193313,,,"review, topological methods, genomics","Topological methods are emerging as a new set of tools for the analysis of large genomic datasets. They are mathematically grounded methods that extract information from the geometric structure of data. In the last few years, applications to evolutionary biology, cancer genomics, and the analysis of complex diseases have uncovered significant biological results, highlighting their utility for fulfilling some of the current analytic needs of genomics. In this review, the state of the art in the application of topological methods to genomics is summarized, and some of the present limitations and possible future developments are reviewed.",U54,,,,,,,,,,,,,,,,,"review, topological methods, genomics",,,topolog emerg new set tool larg genom dataset mathemat ground extract inform geometr structur last year applic evolutionari biolog genom complex diseas uncov biolog highlight util fulfil current analyt need genom review state art applic topolog genom summar present limit possibl futur reviewed.,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27852792,Neuro Oncol,2017,FGFR-TACC gene fusions in human glioma,"Lasorella A, Sanson M, Iavarone A",U54 CA193313,,,"chromosomal translocations, FGFR-TACC, glioma, personalized therapy, review","Chromosomal translocations joining in-frame members of the fibroblast growth factor receptor-transforming acidic coiled-coil gene families (the FGFR-TACC gene fusions) were first discovered in human glioblastoma multiforme (GBM) and later in many other cancer types. Here, we review this rapidly expanding field of research and discuss the unique biological and clinical features conferred to isocitrate dehydrogenase wild-type glioma cells by FGFR-TACC fusions. FGFR-TACC fusions generate powerful oncogenes that combine growth-promoting effects with aneuploidy through the activation of as yet unclear intracellular signaling mechanisms. FGFR-TACC fusions appear to be clonal tumor-initiating events that confer strong sensitivity to FGFR tyrosine kinase inhibitors. Screening assays have recently been reported for the accurate identification of FGFR-TACC fusion variants in human cancer, and early clinical data have shown promising effects in cancer patients harboring FGFR-TACC fusions and treated with FGFR inhibitors. Thus, FGFR-TACC gene fusions provide a ""low-hanging fruit"" model for the validation of precision medicine paradigms in human GBM.",U54,,,"Brain, NOS",Gliomas,Targeted Sequencing,,,,,,,drug resistance/sensitivity,,,,,"chromosomal translocations, FGFR-TACC, glioma, personalized therapy, review","Animals|Brain Neoplasms/genetics|Brain Neoplasms/metabolism|Fetal Proteins/genetics|Fetal Proteins/metabolism|Genetic Testing|Glioblastoma/genetics|Glioblastoma/metabolism|Humans|Isocitrate Dehydrogenase/genetics|Microtubule-Associated Proteins/genetics|Microtubule-Associated Proteins/metabolism|Nuclear Proteins/genetics|Nuclear Proteins/metabolism|Oncogene Fusion|Precision Medicine|Receptor, Fibroblast Growth Factor, Type 1/genetics|Receptor, Fibroblast Growth Factor, Type 1/metabolism|Signal Transduction","Animals|Brain Neoplasms/genetics|Brain Neoplasms/metabolism|Fetal Proteins/genetics|Fetal Proteins/metabolism|Genetic Testing|Glioblastoma/genetics|Glioblastoma/metabolism|Humans|Isocitrate Dehydrogenase/genetics|Microtubule-Associated Proteins/genetics|Microtubule-Associated Proteins/metabolism|Nuclear Proteins/genetics|Nuclear Proteins/metabolism|Oncogene Fusion|Precision Medicine|Receptor, Fibroblast Growth Factor, Type 1/genetics|Receptor, Fibroblast Growth Factor, Type 1/metabolism|Signal Transduction",chromosom transloc join frame member fibroblast growth factor receptor transform acid coil coil famili fgfr tacc fusion first discov human glioblastoma multiform gbm later mani type review rapidli expand field research discuss uniqu biolog clinic featur confer isocitr dehydrogenas wild type glioma fgfr tacc fusion fgfr tacc fusion gener power oncogen combin growth promot aneuploidi yet unclear intracellular signal mechan fgfr tacc fusion appear clonal initi event confer strong sensit fgfr tyrosin kinas inhibitor screen assay recent accur identif fgfr tacc fusion variant human earli clinic promis patient harbor fgfr tacc fusion treat fgfr inhibitor thu fgfr tacc fusion provid low hang fruit model valid precis medicin paradigm human gbm.,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27923679,Biochim Biophys Acta,2017,Evolutionary scalpels for dissecting tumor ecosystems,"Rosenbloom DIS, Camara PG, Chu T, Rabadan R",U54 CA193313,,,"review, tumor heterogeneity, Darwinian evolution, single-cell, scRNA-seq, mathematical modeling","Amidst the growing literature on cancer genomics and intratumor heterogeneity, essential principles in evolutionary biology recur time and time again. Here we use these principles to guide the reader through major advances in cancer research, highlighting issues of ""hit hard, hit early"" treatment strategies, drug resistance, and metastasis. We distinguish between two frameworks for understanding heterogeneous tumors, both of which can inform treatment strategies: (1) The tumor as diverse ecosystem, a Darwinian population of sometimes-competing, sometimes-cooperating cells; (2) The tumor as tightly integrated, self-regulating organ, which may hijack developmental signals to restore functional heterogeneity after treatment. While the first framework dominates literature on cancer evolution, the second framework enjoys support as well. Throughout this review, we illustrate how mathematical models inform understanding of tumor progression and treatment outcomes. Connecting models to genomic data faces computational and technical hurdles, but high-throughput single-cell technologies show promise to clear these hurdles. This article is part of a Special Issue entitled: Evolutionary principles - heterogeneity in cancer?, edited by Dr. Robert A. Gatenby.",U54,,,,,,,,,,,,,,,,,"review, tumor heterogeneity, Darwinian evolution, single-cell, scRNA-seq, mathematical modeling","Adaptation, Physiological|Animals|Antineoplastic Agents/therapeutic use|Biomarkers, Tumor/genetics|Biomarkers, Tumor/metabolism|Cell Transformation, Neoplastic/genetics|Cell Transformation, Neoplastic/metabolism|Cell Transformation, Neoplastic/pathology|Drug Resistance, Neoplasm/genetics|Evolution, Molecular|Gene Expression Regulation, Neoplastic|Genetic Fitness|Genetic Predisposition to Disease|Heredity|Humans|Models, Genetic|Mutation|Neoplasms/drug therapy|Neoplasms/genetics|Neoplasms/metabolism|Neoplasms/pathology|Pedigree|Phenotype|Signal Transduction/genetics|Time Factors|Tumor Microenvironment","Adaptation, Physiological|Animals|Antineoplastic Agents/therapeutic use|Biomarkers, Tumor/genetics|Biomarkers, Tumor/metabolism|Cell Transformation, Neoplastic/genetics|Cell Transformation, Neoplastic/metabolism|Cell Transformation, Neoplastic/pathology|Drug Resistance, Neoplasm/genetics|Evolution, Molecular|Gene Expression Regulation, Neoplastic|Genetic Fitness|Genetic Predisposition to Disease|Heredity|Humans|Models, Genetic|Mutation|Neoplasms/drug therapy|Neoplasms/genetics|Neoplasms/metabolism|Neoplasms/pathology|Pedigree|Phenotype|Signal Transduction/genetics|Time Factors|Tumor Microenvironment",amidst grow literatur genom intratumor heterogen essenti principl evolutionari biolog recur time time principl guid reader major advanc research highlight issu hit hard hit earli treatment strategi drug resist metastasi distinguish framework understand heterogen inform treatment strategi divers ecosystem darwinian popul sometim compet sometim cooper tightli integr self regul organ hijack development signal restor function heterogen treatment first framework domin literatur evolut second framework enjoy support well throughout review illustr mathemat model inform understand progress treatment outcom connect model genom face comput technic hurdl high throughput singl technolog promis clear hurdl articl part special issu entitl evolutionari principl heterogen edit dr robert gatenby.,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
syn7349759,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26861821,Bioinformatics,2016,TRONCO: an R package for the inference of cancer progression models from heterogeneous genomic data,"De Sano L, Caravagna G, Ramazzotti D, Graudenzi A, Mauri G, Mishra B, Antoniotti M",U54 CA193313,,,"algorithms, disease progression, epigenesis, genomics, humans, theoretical models, neoplasms/genetics, software, user-computer interface","We introduce TRanslational ONCOlogy (TRONCO), an open-source R package that implements the state-of-the-art algorithms for the inference of cancer progression models from (epi)genomic mutational profiles. TRONCO can be used to extract population-level models describing the trends of accumulation of alterations in a cohort of cross-sectional samples, e.g. retrieved from publicly available databases, and individual-level models that reveal the clonal evolutionary history in single cancer patients, when multiple samples, e.g. multiple biopsies or single-cell sequencing data, are available. The resulting models can provide key hints for uncovering the evolutionary trajectories of cancer, especially for precision medicine or personalized therapy.",U54,,,,,,,,,,,,,,,,,"algorithms, disease progression, epigenesis, genomics, humans, theoretical models, neoplasms/genetics, software, user-computer interface","Algorithms|Disease Progression|Epigenesis, Genetic|Genomics|Humans|Models, Theoretical|Neoplasms/genetics|Software|User-Computer Interface","Algorithms|Disease Progression|Epigenesis, Genetic|Genomics|Humans|Models, Theoretical|Neoplasms/genetics|Software|User-Computer Interface",introduc translat oncolog tronco open sourc r packag implement state art algorithm infer progress model epi)genom mutat profil tronco extract popul model describ trend accumul alter cohort cross section sampl e.g retriev publicli avail databas individu model reveal clonal evolutionari histori singl patient multipl sampl e.g multipl biopsi singl sequenc avail model provid key hint uncov evolutionari trajectori especi precis medicin person therapy.,Columbia University Center for Topology of Cancer Evolution and Heterogeneity
