H Lee Moffitt Cancer Center and Research Institute	Core	1	Bench-to-Bedside	"'The process of using mechanistic models to assist with understanding experimental results and informing clinical decisions depends on a suitable framework for developing, analyzing, implementing, adjusting and presenting the models and results. Furthermore, models must be calibrated so that they recapitulate experimental and clinical observations both in terms of their range of behavior as well as the intrinsic variability of outcomes before they can be used to specifically impact one or more clinical decisions (e.g. predict novel treatment strategies). There is also a practical aspect of turning theoretical predictions into actionable clinical decisions that requires tools to generate patient cohorts, mimic clinical trials and present results in a visual and easy to use manner such that clinicians can immediately understand and manipulate them. The central focus of the Bench-to-Bedside Core is therefore to integrate experiments, clinical data, and models to assist with hypothesis generation, testing, and validation (Project 1), and translate successes into a clinical setting using clinically-relevant tools (Project 2). This will be accomplished through: Core models that explore unifying principles of evolution, heterogeneity, and response to treatment; Core tools, Radiomics, Pathomics, and a generalized set of analysis tools for integrating experimental and clinical data to facilitate mathematical model development and calibration; Core decision support tools including Phase “i"" trials and dynamically optimized therapy for use in clinical trials. The tools and methods we develop here are generalized and therefore suitable to a wider class of experimental and clinical data and will serve as a key legacy from this project to drive bench-to-beside science.'"
Dana-Farber Cancer Institute Physical Sciences-Oncology Center	Project	1	Developing a Mathematical Framework to Uncover the Sequence of Genetic Events during Tumor Development	"'Project Leaders:  Ingo Mellinghoff (Memorial Sloan-Kettering Cancer Center) and Chris Sander (Memorial Sloan-Kettering Cancer Center)\n\n&nbsp;\n\nThe recognition of cancer as a disease caused by the accumulation of genetic alterations has motivated large-scale efforts to annotate the cancer genome for all human cancers. Of special importance are changes that occur early during malignant transformation since they may result in oncogene addiction and represent promising targets for therapeutic intervention. In this project, we will link these emerging, large cross-sectional datasets with a novel mathematical model to predict the sequence of genetic events during tumorigenesis and then apply it to genomic datasets for primary glioblastoma, predict the sequence of associated genetic events, and examine in mice how the sequence of these genetic events affects tumor formation.'"
Dana-Farber Cancer Institute Physical Sciences-Oncology Center	Project	2	The Cell-of-Origin of Human Cancers	"'Project Leaders: Eric Holland (Memorial Sloan-Kettering Cancer Center) and Franziska Michor (Dana-Farber Cancer Institute). \n\n&nbsp;\n\nAlthough knowledge of the target of transformation is important for an understanding of the natural history of cancers and has therapeutic implications, the cell of origin of most cancers is still unknown. In this project, we aim to design mathematical frameworks to investigate the cell of origin of Myeloproliferative Neoplasms (MPNs) as well as PDGF-driven gliomas, and validate the predictions and further refine the mathematical model with data derived from murine models of MPNs and glioma which allow for expression of the known pathogenic mutations in the appropriate stem/progenitor cell compartments. These interdisciplinary approaches will enable us to identify the cell of origin of MPN and glioma and will also have relevance to other tumor types arising in tissues that are organized as a differentiation hierarchy.'"
Dana-Farber Cancer Institute Physical Sciences-Oncology Center	Project	3	Novel Tools to Predict and Prevent the Emergence of Resistance against Targeted Drugs and Radiation Therapy. 	"'Project Leaders: William Pao (Vanderbilt University) and Franziska Michor (Dana-Farber Cancer Institute)\n\n&nbsp;\n\nSince acquired resistance to either targeted or radiation therapies represent severe limitations, and since existing treatment schedules were established empirically, we propose an interdisciplinary approach utilizing mathematical modeling and unique experimental systems to predict and prevent the emergence of resistance against targeted drugs and radiation therapy. We will develop a mathematical framework for the general scenario of drug resistance emerging during therapy with targeted drugs, apply the models to minimize the risk of resistance to EGFR tyrosine kinase inhibitors in lung cancer, using quantitative measurements obtained from appropriate isogenic cell lines and in vivo transgenic lung tumor models, and apply the models to minimize the risk of resistance to radiation in medulloblastoma, using quantitative measurements obtained from a novel transgenic mouse model. Collectively, these studies are expected to lead to the rational design of clinical trials to prevent the emergence of resistance in patients treated with targeted drugs or radiation therapy.'"
Dana-Farber Cancer Institute Physical Sciences-Oncology Center	Core	1	Single cell phospho-profiling core facility	"'Core Leader: Dr. Rong Fan\n\n&nbsp;\n\nDr. Fan anticipates developing five single cell platforms to facilitate all three projects in the DFCI PSOC. These platforms include: \n\n&nbsp;\n\n1).  single cell secretomic profiling \n2). single cell phospho-protein profiling\n3). single cell whole genome amplification\n4). single cell epigenome amplification \n5). high-content laser imaging cytometry\n\n&nbsp;\n\nIn addition, the core will be equipped with the state-of-the-art single cell analysis tools such as flow cytometer and motorized fluorescence microscope. These platforms together will enable a suite of functional evaluation ranging from genomics, epigenomics to proteomics of single primary tumor cells and examine phenotypic variability, functional state of activation and/or the response to drugs in heterogeneous populations of cells. For example, they will provide approaches to measure phospho-profiles of drug-sensitive pathways (e.g. EGFR), downstream signaling cascades (e.g. AKT and MAPK pathways), cell-cycle phases, and apoptotic response at the single cell level. Special emphasis is given to quantification of parameters for the dynamics of tumor cell proliferation and death (e.g. during drug treatment with varying concentration). This core contributes to the PS-OC by providing quantitative measurements that parameterize ""cellular fitness""(as a convolution of cell cycle and apoptosis dynamics) and signaling events in colorectal/gliomaneurospheres/leukemia lines of the relevant genotypes; these measurements are then inserted into the modeling framework of the PS-OC. To achieve these core\'s objectives (i.e. to establish a facility dedicated to providing quantitative measurements of cancer growth, signaling, and response to drugs in single-cell resolution for animal and cell line models of tumorigenesis), we 1) establish validated quantitative measurements of proliferation and death rates of primary tumors and associated molecular signatures; 2) provide single-cell resolution of the variability of cellular signaling response during varying conditions (such as exposure to growth factors, cytokines, drugs, radiation therapy etc); and 3) establish systematic protocols to test the drug response of primary tumor cells.'"
Columbia University Center for Topology of Cancer Evolution and Heterogeneity	Project	1	Modeling tumor evolution in mouse and organoid models. 	"'In previous work at Columbia University Medical Center, we developed a reductionist model system for investigating clonal histories and demonstrated its feasibility for tracing clonal evolution. Preliminary studies showed that multi-color lineage-tracing can be used to follow clonal fates in genetically-engineered mouse models of prostate cancer, and that a novel organoid culture approach, in which three-dimensional buds of organs are grown in the laboratory, can be used to assess clonal growth and response to therapy across multiple time points. In ongoing work at the Center, we will combine such approaches with single-cell transcriptome analyses of tumor heterogeneity. This project has three specific aims: \n\n&nbsp;\n\n![https://psoc.c2b2.columbia.edu/wp-content/uploads/2015/05/Confetti-image-1.jpg](https://psoc.c2b2.columbia.edu/wp-content/uploads/2015/05/Confetti-image-1.jpg)\n\n&nbsp;\n\n1. Investigation of clonal evolution during tissue homeostasis and regeneration. We are using multi-color lineage-tracing and organoid culture to follow clonal histories.\n2. Analysis of clonal evolution during cancer progression. We are using multi-color lineage tracing in mouse models of prostate cancer together with organoid culture for longitudinal analyses, with data analyzed by single-cell transcriptomics and mathematical modeling.\n3. Investigation of the clonal response to therapy. This involves longitudinal analyses of clonal evolution in organoid culture after drug treatments.\n\n&nbsp;\n\n\nThese studies will be greatly facilitated by the analyses of evolutionary moduli spaces and topological data analyses performed in collaboration with the Mathematical Core, as well as by interactions with Projects 2 and 3.'"
Columbia University Center for Topology of Cancer Evolution and Heterogeneity	Project	2	Dissecting clonal architecture and evolution in solid tumors. 	"'Focusing on human glioblastoma, one of the most incurable and genetically heterogeneous tumors, we will predict and validate the landscape of driver alterations that mark initiation, founder evolution, and therapy adaptation within individual patients. To do so, we will develop and apply novel technologies for high-throughput transcriptomic and genomic analysis of individual cells within malignant glioma tissues.\n\n&nbsp;\n\n![https://psoc.c2b2.columbia.edu/wp-content/uploads/2015/05/Ayasdi12.jpg](https://psoc.c2b2.columbia.edu/wp-content/uploads/2015/05/Ayasdi12.jpg)\n\n&nbsp;\n\nOur current system is capable of single-cell mRNA capture, cDNA barcoding, and on-chip amplification, generating amplicons for direct conversion into a standard, pooled sequencing library. We will adapt the same device for massively parallel, on-chip capture of genomic DNA from individual cells for whole genome amplification and exome capture. Next, we will functionally validate the single-cell glioma models in orthotopic mouse and human systems in vitro and in vivo.\n\n&nbsp;\n\nIf successful, this project will deliver an integrated computational-experimental pipeline that will be able to predict forthcoming evolutionary changes of any solid tumor in the presence of a defined set of selective pressures. This information will be invaluable for deciphering evolving tumor dependencies and should enable highly accurate therapeutic predictions.'"
Columbia University Center for Topology of Cancer Evolution and Heterogeneity	Project	3	Predicting therapeutic sensitivity in cancer. 	"'Somatic genetic alterations in cancer have been linked with how tumors respond to targeted therapeutics and develop resistance to therapy. Therefore, the development of methods that model and predict therapeutic sensitivity of cancer should be extremely useful in the development of more effective treatments.\n\n&nbsp;\n\n![https://psoc.c2b2.columbia.edu/wp-content/uploads/2015/05/tumor-fusion.jpg](https://psoc.c2b2.columbia.edu/wp-content/uploads/2015/05/tumor-fusion.jpg)\n\n&nbsp;\n\ntumor-fusionIn this project, our goal is to model, predict, and target therapeutic sensitivity and resistance of cancer. To do so, we will utilize three-dimensional models of glioblastoma (gliomaspheres) that recapitulate the nature of genetic lesions in primary tumors to experimentally validate computational machine learning predictions based on genomic information.\n\n&nbsp;\n\nWe will first build a computational framework that incorporates genomic data, drug properties and responses, and known drug targets and network models of pathways and protein complexes to predict the therapeutic response of 80 genomically annotated gliomaspheres. Then, we will experimentally validate our computational predictions of therapeutic sensitivity across the library of gliomaspheres, test combinatorial predictions, and examine the molecular mechanisms by which candidate genes alter drug responses. We will evaluate single- or multi-lesion sensitivity using RNA interference or cDNA overexpression. Finally, we will investigate the role of cell heterogeneity in the mechanism of drug resistance at the single-cell level using topological methods, developed in Project 2 and in the Mathematical Core.\n\n&nbsp;\n\nThe ultimate goal of this project will be to uncover mechanistic insights into genotype-dependent sensitivity to drugs or synthetic lethal relationships. Ultimately, our studies will deliver key information for the development of multiple gene- and pathway-based biomarkers for personalized cancer therapies.'"
Columbia University Center for Topology of Cancer Evolution and Heterogeneity	Core	1	Mathematical Cores	"'The Center for Topology of Cancer Evolution and Heterogeneity is pioneering the development and large-scale genomic application of topological data analysis (TDA), a new mathematical framework for capturing global structural properties of large data sets that is particularly well suited for high-dimensional, high-throughput biological data. (Topology is the branch of mathematics that characterizes robust global properties of spaces.)\n\n&nbsp;\n\n![https://psoc.c2b2.columbia.edu/wp-content/uploads/2015/05/fluspace.jpg](https://psoc.c2b2.columbia.edu/wp-content/uploads/2015/05/fluspace.jpg)\n\n&nbsp;\n\nPrevious work in the Center labs has shown that TDA offers unique capabilities for analyzing high-dimensional data sets. In particular, single-cell analyses put into question the standard bulk expression-based classification approaches and uncover a much more complex structure that is missed by consensus-based sequencing and standard clustering techniques. The Center for Topology of Cancer Evolution and Heterogeneity aims to extend this work and to develop and implement mathematical approaches to tackle the inherent complexity and biological interpretability of single-cell approaches to cancer evolution and heterogeneity. In order to develop an appropriately expressive language, we rely on ideas from geometry and topology (phylogenetic moduli spaces and TDA), modal logic, model-checking algorithms, and a probabilistic theory of causality. These tools complement each other and will be further developed in the context of single-cell data and applied in the specific research projects undertaken at the Center.'"
The Center for Immunotherapeutic Transport Oncophysics	Project	1	Transport of Effector T cells and Nano-DC vaccine in Breast Cancer	"'Co-Leader: Elizabeth A. Mittendorf, M.D., Ph.D.\nCo-Leader: Rongfu Wang, Ph.D.\nCo-Leader: Haifa Shen, M.D., Ph.D.\n\n&nbsp;\n\nDendritic cells (DCs) are professional antigen-presenting cells that can process and present tumor antigen to T cells to initiate immune responses. Therefore, DC vaccines are a logical choice for therapeutic intervention. In order for a DC vaccine to elicit the proper immune responses, a sequence of physical and biological events must occur:\n\n&nbsp;\n\n1. the DC vaccine must migrate from the injection site to lymphoid tissues;\n2. the DC vaccine must maintain a mature stimulatory status to persistently process and present the immunizing antigen to T cells; and\n3. the antigen-specific T cells must travel to the tumor-bearing organ and infiltrate into the tumor microenvironment to exert their antitumor activity. These events are often insurmountable hurdles for most DC vaccines.\n\n&nbsp;\n\nClinical studies have shown that less than 5% of intradermally injected DCs can reach the lymph nodes. The stimulatory signals of ex vivo-matured DCs cannot be maintained in vivo. Furthermore, the tumor microenvironment prevents infiltration of the cytotoxic T cells. Overcoming these sequential barriers is critical for developing an effective DC vaccine. Accumulation of DC vaccines in the lymph nodes, especially tumor-draining lymph nodes, may depend on successful negotiation of the sequential physical and biological barriers. In addition, modification of the tumor microenvironment will potentially facilitate transport of effector T cells and drugs, which combined with our Nano-DC vaccine, would significantly improve cancer therapy.\n\n&nbsp;\n\n${image?fileName=Overview%2Dcircles%2Dv3%5F2%2D768x621%2Epng&align=None&scale=50&responsive=true}'"
The Center for Immunotherapeutic Transport Oncophysics	Project	2	Microenvironmental Transport for Immunotherapy in Pancreatic Cancer	"'Co-Leader: Rolf Brekken, Ph.D.\nCo-Leader: Jason Fleming, M.D., FACS\nCo-Leader: Eugene Koay, M.D., Ph.D\n\n&nbsp;\n\nCurrent immunotherapy strategies have limited efficacy in treating pancreatic ductal adenocarcinoma (PDAC), a non-T cell inflamed tumor. Immune suppression of PDAC occurs due to the presence of myeloid-derived suppressor cells (MDSCs), regulatory T cells (Tregs), and M2 macrophages in the tumor microenvironment. While tremendous effort has focused on deciphering the biological pathways that regulate these immunosuppressive cells so that more effector T cells can infiltrate and kill cancer cells, little attention has been focused on the contribution of the multi-scale physical aberrations that are inherent in PDAC.\n\n&nbsp;\n\nWe believe that immunotherapy response and resistance in primary and metastatic sites are dependent on both the molecular and heterogeneous multi-scale physical properties of a specific PDAC tumor. In the CITO, we examine these phenomena, based on the notion that the efficacy of immunotherapy is limited by the spatial distribution of nutrients in the tumor microenvironment, as its disorganization restricts access of effector T cells to the cancer cells.\n\n&nbsp;\n\n${image?fileName=Project%2D2%2Dinset%2Dlarge%2D768x618%2Ejpg&align=None&scale=50&responsive=true}'"
The Center for Immunotherapeutic Transport Oncophysics	Core	1	Transport Oncophysics Core	"'Leader: Mauro Ferrari, Ph.D.\n\n&nbsp;\n\nIn the Transport Oncophysics Core (TOC), our computational and modeling approach takes into consideration the biophysical properties of tissues, cells, and molecules that control the efficiency of transport processes. The transport process of immune cells, biomolecules, and other drugs involves many barriers, including systemic and within the tumor microenvironment. We believe opportunities exist to improve the delivery and efficacy of immunotherapeutics, by optimizing the transport and penetration of drugs and immune cells, to improve the immune response against breast and pancreatic cancers.\n\n&nbsp;\n\nThe TOC supports both research projects of the CITO by providing imaging, data analysis, quantification, and unique oncophysical computational tools to rationalize the delivery and transport of immunotherapies, based on the oncophysical modeling framework and Transport and Biodistribution Theory (TBT). The TBT moves boundaries from classical tools used to study pharmacokinetic and efficacy relations, to the creation of novel precision immunotherapeutic tools used to rationally tailor individual treatments to patients.\n\n&nbsp;\n\n${image?fileName=Core%2Dv2%2D768x594%2Ejpg&align=None&scale=50&responsive=true}'"
MIT Mayo Physical Sciences Center for Drug Distribution and Drug Efficacy in Brain Tumors	Project	1	Modeling the Interface between Non-invasive Imaging and Drug Distribution	"'Dogma in clinical neuro-oncology holds that Gadolinium (Gd) contrast on magnetic resonance imaging (MRI) in tumor regions confirms that the blood-brain barrier (BBB) is locally compromised, and thus sufficient levels of drug are being distributed within these tumor regions. However, drug distribution data indicate the importance of the local microenvironmental heterogeneity and other physical factors that lead to differential distribution of therapeutic agents relative to Gd contrast. Non-invasively acquired imaging features can provide a snapshot of tumor microenvironment and ultimately a better understanding of drug distribution. The goal of this project is to develop and validate a “minimal” model that will capture intra- and inter-tumor heterogeneity to predict clinically relevant levels of drug distribution using routine imaging. In this project, we will use a combination of patient data, GBM patient-derived xenografts (PDXs), matrix-assisted laser desorption/ionization mass spectroscopy imaging (MALDI-MSI), and stimulated raman spectroscopy (SRS) to quantify the differences in drug distribution within and across tumors and, in doing so, develop a computational framework for predicting the efficacy of BBB-penetrant and BBB-impenetrant drugs for the treatment of GBMs.\n\n&nbsp;\n\nOur hypothesis is that mathematical models based on multiparametric high content imaging techniques will predict spatially distinct drug distribution patterns in invasive primary and metastatic brain tumor models for both small molecule and macromolecular therapeutics, and therefore be pivotal to predicting the in vivo efficacy of targeted therapies. In the first phase of the project we will build a computational framework that quantitatively connects imaging features with differences in drug distribution within and across tumors.  This part of the project involves experiments to quantify differences in drug distribution across tumors in a series of PDXs with MALDI mass spectrometry imaging (MSI), physical tissue features with stimulated Raman scattering (SRS), development/calibration of imaging-driven models for drug distribution incorporating BBB permeability, and extending our results to patients through a Phase 0 trial. In the second phase of the project we will construct a computational framework that quantitatively connects differences in drug distribution with imageable response within and across tumors.  The second phase will include the investigatation of treatment response using BLI imaging, development/calibration of models of treatment response connecting drug distribution and tumor kinetics, and extension of our results to patients by determining sub-cohorts of patients most likely to respond to therapies. Overall, this project will provide a quantitative connection between imaging features and drug distribution at levels sufficient to predict heterogeneous treatment response across patients. The ultimate vision is to provide clinicians an accessible decision-making tool to help choose relevant targeted therapies that will be tailored for an individual GBM patient.'"
MIT Mayo Physical Sciences Center for Drug Distribution and Drug Efficacy in Brain Tumors	Project	2	"Defining the relationship between tumor composition, spatial heterogeneity, drug delivery, and drug efficacy"	"'Cancer genomic analysis enables the selection of therapeutic targets for precision medicine based on the detection of oncogenic events in a patient tumor. Despite significant advances in the field, there remains a daunting challenge in identifying optimal therapeutic agents that will be well distributed throughout the tumor and efficacious in their target inhibition. This challenge is exacerbated in brain tumors due to the blood-brain and blood-tumor barriers (collectively referred to subsequently as the BBB) that can limit distribution into the central nervous system of otherwise highly effective therapies and likely contribute to the failure of many therapies targeting brain pathologies. The spatially heterogeneous distribution of targeted therapy throughout a patient tumor significantly impacts the molecular and cellular response. Local concentrations above a critical threshold can lead to target inhibition and cell death, but may also generate an adaptive response and activation of compensatory resistance pathways. At sub-threshold concentrations, our preliminary data indicate a paradoxical signaling network activation resulting in increased proliferation. For any given therapeutic agent and any given tumor, the tumor physical parameters and physico-chemical properties of the therapeutic agent that regulate drug distribution and efficacy are currently poorly understood.\n\n&nbsp;\n\nDetermining the physical factors regulating therapeutic distribution and efficacy in vivo is a daunting challenge. Therapeutic distribution may be affected by its size, affinity, and molecular composition in combination with multiple physical factors of the tumor, such as vascular distribution and integrity along with spatial cellular and molecular heterogeneity.\n\n&nbsp;\n\nIn the first phase of this project, we will define the tumor tissue architecture and determine its effect on drug distribution.  Previous models, including those developed by the Wittrup lab, have focused on the effect of diffusion and distance from vasculature, to predict therapeutic delivery. While these models have worked well for many tumors, they are limited in predicting drug distribution into CNS tumors, due to the effect of the blood-brain barrier (intact in native vessels; aberrant in neovasculature), hypoxia, necrosis, edema, tumor growth kinetics, and the different dispersion behaviors of these tumors relative to non-CNS tumors. Using a variety of latest- generation bio-physical imaging and analytical techniques, combined with computational models provided by the Data Handling and Integration Core, we will generate improved computational models quantifying the physical properties of the tumor tissue architecture and their effect on drug distribution.\n\n&nbsp;\n\nIn the second phase of this project, we will quantify the adaptive molecular response to different therapeutic doses. To understand the overall tumor response to therapy it is necessary to quantify drug distribution and drug efficacy, including target inhibition and the systems-level signaling network-wide response to this inhibition. To quantify dynamic responses to different therapeutic concentrations for different durations, we propose to utilize cutting-edge systems biology analytical techniques, including next-gen RNA sequencing and mass spectrometry based proteomics and phosphoproteomics. To connect this data to cellular biology outcome, we will quantify tumor size, apoptosis, senescence, and proliferation under each condition. Multivariate data driven computational modeling in the Data Handling and Integration Core will identify the transcript and signaling nodes regulating cell response to therapy. Mechanistic pharmacodynamics modeling will then be used to predict the dynamic molecular and cellular response to spatially heterogeneous drug distribution. Models will be validated by IHC, PLA, and LCM-RNASeq to obtain spatially resolved response to therapy with approximately cellular resolution.'"
MIT Mayo Physical Sciences Center for Drug Distribution and Drug Efficacy in Brain Tumors	Core	1	Data Handling and Integration	"'The ultimate goal of the MIT/Mayo PS-OC is to develop a multiscale predictive model connecting non-invasive imaging (tissue scale) to predicted therapeutic distribution (tissue-cellular scale) and dynamic molecular cellular response (cellular-molecular scale). To achieve this highly innovative and ambitious goal, we have assembled an interdisciplinary team with expertise in a wide range of cutting-edge analytical, imaging, and computational modeling tools. Although the measurements and some initial data handling and modeling will be performed in each project, the main tasks of the Data Handling and Integration Core include management of the large amounts of diverse data that will be generated in Project 1 and Project 2, extraction of key parameters from these large-scale data sets and images, integration of this information across platforms and scales to identify the key physical parameters governing therapeutic distribution and efficacy, and finally integration of multiple computational models at different scales to develop a multi-scale model linking non-invasive imaging to spatially heterogeneous drug distribution and drug efficacy. To achieve a robust model capable of predicting distribution for a range of therapies across a range of tumors with different parameters, we will utilize therapies ranging from small molecules to drug-conjugated antibodies, and will evaluate these therapies on a diverse set of patient-derived tumor models.'"
MIT Mayo Physical Sciences Center for Drug Distribution and Drug Efficacy in Brain Tumors	Core	2	Animal and Pharmacology	"'The focus of the MIT/Mayo PS-OC is to understand the physical and biological features of primary and metastatic brain tumors that result in heterogeneous drug delivery and how sub-therapeutic delivery may impact treatment failure and resistance emergence. The studies in this PSOC will focus on evaluating a spectrum of EGFR- and RAF-targeted therapies in patient-derived xenograft (PDX) orthotopic models of glioblastoma (GBM) and melanoma brain metastases. The Animal and Pharmacology Core will provide critical infrastructure, expertise and experience to support these studies. The Core will be led by Dr. Jann Sarkaria, who has extensive expertise in animal tumor models and by his long-time collaborator, Dr. William Elmquist, who is an expert in pharmacokinetic modeling of drug delivery into the brain.\n\n&nbsp;\n\nGlioblastoma (GBM) patient-derived xenograft (PDX) models have been developed to overcome the limitations of more traditional glioma models and have become one of the gold-standards for both basic and translational studies in GBM. The Sarkaria laboratory has developed a panel of 79 GBM xenografts that were established by implanting patient tumor specimens directly into the flank of nude mice. Maintenance of these xenograft lines by serial transplantation in mice preserves key genetic features of the corresponding patient tumor, such as EGFR amplification, and whole exome sequencing and RNAseq analysis demonstrates that these models are broadly representative of common molecular variants observed within GBM. We used a similar strategy to xenograft freshly resected brain tumor metastases to develop highly translational relevant models for brain metastases. To date, we have developed 38 brain metastasis PDX models, including 11 from melanoma metastases. These melanoma PDX models demonstrate robust intracranial growth when directly implanted into the brain, significant brain tropism following intracardiac injection, and similar to the glioma PDX models, we are completing our RNAseq analysis of these models. Overall, the extensive phenotypic and molecular characterization of these models greatly enhances our ability to select appropriate tumor models to test the EGFR and RAF-targeted therapies in the planned MIT/Mayo PS-OC projects.\n\n&nbsp;\n\nThe Animal and Pharmacology Core will provide essential services to the MIT/Mayo PS-OC in support of both Project 1 and Project 2. The Core will manage all aspects of the experiments that involve live animals and, in collaboration with the Administrative Core, manage distribution of biospecimens and imaging data to the appropriate investigators.'"
Johns Hopkins Physical Sciences Oncology Center (PS-OC)	Project	1	Functional Interactions between HIF-1 and ECM in Cancer	"'Project Leaders: Gregg L. Semenza (Johns Hopkins Medical Institute) and Sharon Gerecht (Johns Hopkins University)\n\n&nbsp;\n\nThis project focuses on analyzing the makeup and physical properties of the extracellular matrix (ECM) in which cells live. Normal cells live in a flexible scaffold, but cancer cells create a rigid scaffold that they climb through to invade normal tissue. This project will study how this change occurs and how it is affected by the amount of oxygen to which cancer cells are exposed.\n\n&nbsp;\n\n![https://physics.cancer.gov/images/centers/JHU-project-1.jpg](https://physics.cancer.gov/images/centers/JHU-project-1.jpg)'"
Johns Hopkins Physical Sciences Oncology Center (PS-OC)	Project	2	The Physics of Cadherin-Mediated Intercellular Adhesion and 3D Migration in Cancer	"'Project Leaders:  Greg D. Longmore (Washington University-St Louis) and Denis Wirtz (Johns Hopkins University)\n\n&nbsp;\n\nCancer cells are able to modulate proteins on the surface almost like a protein brake that allows them to adhere or de-adhere in response to mechanical forces. This project will examine the physical basis for cancer cell adhesion and de-adhesion and how it increases the likelihood that cancer cells will break free, move into the bloodstream and migrate to other tissues.\n\n&nbsp;\n\n![https://physics.cancer.gov/images/centers/JHU-project-2.jpg](https://physics.cancer.gov/images/centers/JHU-project-2.jpg)'"
Johns Hopkins Physical Sciences Oncology Center (PS-OC)	Project	3	"Mechanochemical Effects on Tumor Cell Signaling, Adhesion and Migration"	"'Project Leaders: K. Konstantopoulos (Johns Hopkins University) and Martin Pomper (Johns Hopkins Medical Institute)\n\n&nbsp;\n\nFluid flow in and around tumor tissue modulates the mechanical microenvironment, including the forces acting on the cell surface and the tethering force on cell-substrate connections. Cells in the interior of a tumor mass experience a lower oxygen tension microenvironment and lower fluid velocities than those at the edges in proximity with a functional blood vessel, and are prompted to produce different biochemical signals. These differential responses affect tumor cell fate that is, whether a cell will live or die, and whether it will be able to detach and migrate to secondary sites in the body.\n\n&nbsp;\n\n![https://physics.cancer.gov/images/centers/JHU-project-3.jpg](https://physics.cancer.gov/images/centers/JHU-project-3.jpg)'"
Johns Hopkins Physical Sciences Oncology Center (PS-OC)	Core	1	PS-OC Imaging Core	"'Core Leader: J. Michael McCaffery (Johns Hopkins University)\n\n&nbsp;\n\nThis core has capabilities in epifluorescence/atomic force microscopy, ultra-fast/sensitive dynamic live-cell imaging, and total internal reflectance fluorescence microscopy. In addition, confocal/ multi-photon microscopy, fluorescence correlation spectroscopy, multi-mode scanning electron microscopy, high- vacuum, low-vacuum, and environmental-SEM, and conventional and high-resolution analytical transmission electron microscopy will be utilized. This core will also perform fluorescence-activated cell sorting and analysis.'"
Johns Hopkins Physical Sciences Oncology Center (PS-OC)	Core	2	PS-OC Microfabrication Core	"'Core Leader: Peter C. Searson (Johns Hopkins University)\n\n&nbsp;\n\nThis core is housed in a 600-sq. ft. facility and retains the following equipment for photolithography: spin coater; UV lamp; e-beam evaporator; mask aligner; and wet chemical equipment. Adhesive micropatterned surfaces will be used to study the influence of geometry on motility. In another example, microfluidic‐based devices will be fabricated to study the influence of steric forces, extracellular matrix, cell compliance, and adhesiveness on tumor cell migration.'"
Center on the Physics of Cancer Metabolism	Project	1	Effects of the Physical Microenvironment on Metabolism	"'Project Investigators: _Claudia Fischbach, Project Leader_,  Abe Stroock, Jeff Varner, Valerie Weaver, Andy Dannenberg\n\n&nbsp;\n\nTriple negative breast cancer (TNBC) and obesity lead to physical changes in the microenvironment, including aberrant multiscale structure and mechanics of the extracellular matrix, disturbed distributions of soluble factors, and population-level abnormalities in collective cell behavior. However, the functional interconnections between these physical variations and tumor metabolism remain unclear. This gap in understanding can be attributed to a lack of computational and experimental models that permit reliable prediction, recapitulation, and study of tumor and obesity-associated physical mechanisms in TNBC. By integrating biomaterials, tissue engineering, microfabrication, and computational models, Project 1 will investigate the hypothesis that physical changes in the microenvironment regulate malignancy by perturbing cellular metabolism. Furthermore, we will test whether obesity primes for tumorigenesis through similar mechanisms. To address these hypotheses, engineering-centric approaches will be integrated with transgenic mouse models, patient-derives xenografts, patient-derived organoid cultures, and drug testing. This approach will reveal novel mechanisms in tumor metabolic reprogramming for clinical translation.\n\n&nbsp;\n\n${image?fileName=Tumor%2Dspheroid1%2Dshtpe8%2Ejpg&align=None&scale=60&responsive=true}'"
Center on the Physics of Cancer Metabolism	Project	2	Metabolism-Mediated Changes of Microvesicle Biogenesis	"'Project Investigators: _Rick Cerione, Project Leader_, Brian Kirby, Matt Paszek\n\n&nbsp;\n\nFocus on a key outcome of cancer cell metabolism: the generation of microvesicles (MVs), which are shed from the plasma membranes of cancer cells. MVs have been implicated in the metastatic process by changing the tumor microenvironment and stimulating tumor angiogenesis. Although we understand some of the biochemical signals triggering MV production, we know little about the physical determinants driving their formation, or how the physical microenvironment influences their biogenesis and function. We will probe these issues as follows: 1) Determine the physical relationships governing MV biogenesis and size distribution; 2) determine the reciprocal relationship between the physical properties of the extracellular matrix and MV formation; 3) establish physical read-outs such as vesicle size as indicators of MV function in tumor-stroma and reciprocal stroma-tumor vesicle transfer. These studies should shed new light on how cancer cell metabolism stimulates MV biogenesis, and ultimately lead to novel therapeutic strategies.\n\n&nbsp;\n\n${image?fileName=nih%2Dcancer%2Dcells%2Dattachment%2Dx876on%2D768x770%2Ejpg&align=None&scale=40&responsive=true}'"
